id,description,link,shipping_settings,condition,title,availability,brand,sale_price,price,custom_label_0,image_link,custom_label_1,custom_label_2
4102,[커피메이커] 어디서든 갓내린 커피를 즐겨요. 휴대가능 아톤스 커피메이커,https://www.wadiz.kr/web/store/detail/4102?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4102,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,시티파이브 라비다 아톤스 커피메이커 화이트 옐로 블랙,in stock,와디즈,114000 KRW,119000.0 KRW,4102,https://d1ruwxjthziwe4.cloudfront.net/marketing/4102.jpg,,
4112,[바디스크럽] 각질관리의 신세계! 보습까지 한번에되는 발가리,https://www.wadiz.kr/web/store/detail/4112?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4112,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,발가리 각질 관리 바디스크럽,in stock,와디즈,134000 KRW,139000.0 KRW,4112,https://d1ruwxjthziwe4.cloudfront.net/marketing/4112.jpg,superstoreday,
4148,[캠핑식기] 탈부착 그리퍼로 활용력 갑! 스텐락 올인원캠프 반합세트 7종,https://www.wadiz.kr/web/store/detail/4148?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4148,,new,[캠핑식기] 탈부착 그리퍼로 활용력 갑! 스텐락 올인원캠프 반합세트 7종,in stock,와디즈,69000 KRW,69000.0 KRW,4148,https://cdn2.wadiz.kr/2023/09/19/95c3e115-064e-48ae-af50-c72b9dd99f78.jpg/wadiz/resizecrop/500x500/format/jpg,,
4165,"[여권케이스]가장 한국적인 멋이 느껴지는 곤룡포 디자인, 세종여권케이스",https://www.wadiz.kr/web/store/detail/4165?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4165,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,세종 여권케이스&네임택,in stock,와디즈,34000 KRW,39000.0 KRW,4165,https://d1ruwxjthziwe4.cloudfront.net/marketing/4165.jpg,,
418,[노트북거치대] 오래 일해도 편안하게! 초경량 올인원 태블릿&노트북 거치대,https://www.wadiz.kr/web/store/detail/418?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_418,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,아이고 올인원 노트북 태블릿 거치대 니콜블루 토자그린 브라이트베이지,in stock,와디즈,11900 KRW,16900.0 KRW,418,https://d1ruwxjthziwe4.cloudfront.net/marketing/418.jpg,,
4222,"[플라스틱용기] 냉동밥, 반찬 싹다 지켜! 실리콘 폴딩 밀폐용기#지켜락(400ml)",https://www.wadiz.kr/web/store/detail/4222?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4222,,new,"[플라스틱용기] 냉동밥, 반찬 싹다 지켜! 실리콘 폴딩 밀폐용기#지켜락(400ml)",in stock,와디즈,59900 KRW,84500.0 KRW,4222,https://cdn2.wadiz.kr/2024/02/29/4f96eb6c-5e57-44ab-b148-c4860946e686.jpg/wadiz/resizecrop/500x500/format/jpg,superstoreday,
4225,[코펠] 색감에 반하는 벨락 컬러 9L 캠핑 코펠세트(3-4인용),https://www.wadiz.kr/web/store/detail/4225?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4225,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,벨락 코펠 컬러 9L 3-4인용 라지 사이즈 그린 미스티그레이,in stock,와디즈,139000 KRW,144000.0 KRW,4225,https://d1ruwxjthziwe4.cloudfront.net/marketing/4225.jpg,,
4239,[스팀다리미] 무선인데 급속 충전까지 가능한 360 무선다리미 블랙에디션,https://www.wadiz.kr/web/store/detail/4239?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4239,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,모피리처드 스팀 무선 다리미 360 블랙에디션,in stock,와디즈,114000 KRW,119000.0 KRW,4239,https://d1ruwxjthziwe4.cloudfront.net/marketing/4239.jpg,,
4263,"[바지] 명품 슬림핏에 괴물스판의 편안함까지, 올라운드 와이드핏 슬랙스",https://www.wadiz.kr/web/store/detail/4263?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4263,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,프리드네임 스판 올라운드 슬랙스 일반기장,in stock,와디즈,77600 KRW,82600.0 KRW,4263,https://d1ruwxjthziwe4.cloudfront.net/marketing/4263.jpg,superstoreday,
4280,[코골이 방지기] 드르렁~ 자동감지하는 스마트 코골이 방지기 #스노어서클,https://www.wadiz.kr/web/store/detail/4280?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4280,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,스노어서클 프로 YA4300 코골이 무호흡 수면 보조기,in stock,와디즈,233000 KRW,238000.0 KRW,4280,https://d1ruwxjthziwe4.cloudfront.net/marketing/4280.jpg,,
4306,"[운동화] 양말처럼 착-감기는 운동화, 밸롭 티바트 4.0 남녀공용",https://www.wadiz.kr/web/store/detail/4306?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4306,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,밸롭 티바트4.0 남녀공용 워킹화 러닝화 트래킹화,in stock,와디즈,84000 KRW,89000.0 KRW,4306,https://d1ruwxjthziwe4.cloudfront.net/marketing/4306.jpg,,
4311,[이너백] 수납 고민 해결하는 미카백 기저귀가방 (쿨링백&이너백 포함),https://www.wadiz.kr/web/store/detail/4311?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4311,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,미카스튜디오 미카백 런치세트 가벼운 기저귀 가방 방수 에코백 캔버스백,in stock,와디즈,104000 KRW,109000.0 KRW,4311,https://d1ruwxjthziwe4.cloudfront.net/marketing/4311.jpg,,
4415,[아이스트레이] 맑고 깨끗한 덴마크 얼음트레이 ICEBREAKER POP,https://www.wadiz.kr/web/store/detail/4415?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4415,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,아이스브레이커팝 덴마크 얼음트레이,in stock,와디즈,24500 KRW,29500.0 KRW,4415,https://d1ruwxjthziwe4.cloudfront.net/marketing/4415.jpg,,
4429,[여권케이스] 한국의 멋을 담았습니다. 한소품 자개여권케이스+네임택 세트,https://www.wadiz.kr/web/store/detail/4429?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4429,,new,[여권케이스] 한국의 멋을 담았습니다. 한소품 자개여권케이스+네임택 세트,in stock,와디즈,36800 KRW,36800.0 KRW,4429,https://cdn2.wadiz.kr/2024/03/05/54526689-3d44-434e-a935-de8bdf1210d8.jpg/wadiz/resizecrop/500x500/format/jpg,,
4430,[해충퇴치기] 붙이면 붙일수록 성능 UP! 5W 감전 살충 해충 퇴치기,https://www.wadiz.kr/web/store/detail/4430?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4430,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,동양라인 5W 감전 살충 해충 퇴치기 더블 1세트,in stock,와디즈,34000 KRW,39000.0 KRW,4430,https://d1ruwxjthziwe4.cloudfront.net/marketing/4430.jpg,,
4435,"[예술] 디지털 복원으로 되살린 감동, 한국화 아트북 <조선의 명작들>",https://www.wadiz.kr/web/store/detail/4435?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4435,,new,"[예술] 디지털 복원으로 되살린 감동, 한국화 아트북 <조선의 명작들>",in stock,와디즈,48600 KRW,48600.0 KRW,4435,https://cdn2.wadiz.kr/2024/01/17/987f44fc-947d-4926-b1fc-0be140fa8e28.jpg/wadiz/resizecrop/500x500/format/jpg,superstoreday,
4438,[잔/컵] 보온보냉 한번에! 모슈 라떼 스테인리스 진공머그 430ml,https://www.wadiz.kr/web/store/detail/4438?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4438,,new,[잔/컵] 보온보냉 한번에! 모슈 라떼 스테인리스 진공머그 430ml,in stock,와디즈,34000 KRW,34000.0 KRW,4438,https://cdn2.wadiz.kr/2023/05/12/d9669769-4d79-42f2-ae2f-1adf8fd20939.png/wadiz/resizecrop/500x500/format/jpg,,
4443,[골프시뮬레이터] 내 손의 캐디! OLED 골프거리측정기 버디메이트 PRO,https://www.wadiz.kr/web/store/detail/4443?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4443,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,버디메이트 프로 골프 거리 측정기 BM-88PRO,in stock,와디즈,244000 KRW,249000.0 KRW,4443,https://d1ruwxjthziwe4.cloudfront.net/marketing/4443.jpg,superstoreday,
4475,[수건/타월] 호텔수건의 감동; 1L까지 흡수되는! 얌야무ㅣ맥시타월(3개입),https://www.wadiz.kr/web/store/detail/4475?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4475,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,얌야무 맥시 타월 선물포장 패키지 3개입,in stock,와디즈,46000 KRW,51000.0 KRW,4475,https://d1ruwxjthziwe4.cloudfront.net/marketing/4475.jpg,superstoreday,
4478,[숄더백] 프리미엄 천연 소가죽가방 #루나앤루나 루카 숄더백 5컬러,https://www.wadiz.kr/web/store/detail/4478?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4478,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,루나앤루나 루카 숄더백,in stock,와디즈,124000 KRW,129000.0 KRW,4478,https://d1ruwxjthziwe4.cloudfront.net/marketing/4478.jpg,,
4482,[녹음기] 완벽한 음질 & 블루투스ㅣ이지렉 블루투스 녹음기,https://www.wadiz.kr/web/store/detail/4482?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4482,,new,[녹음기] 완벽한 음질 & 블루투스ㅣ이지렉 블루투스 녹음기,in stock,와디즈,138900 KRW,138900.0 KRW,4482,https://cdn2.wadiz.kr/2023/11/20/14c8b208-212a-4434-bf11-da2ecde1228c.jpg/wadiz/resizecrop/500x500/format/jpg,,
4494,[발받침대] 편안함을 선사하는 2단 쿠션 발받침대 Comfy,https://www.wadiz.kr/web/store/detail/4494?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4494,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,리바트 콤피 2단 쿠션 발받침대 다리받침대 풋레스트 사무실 컴퓨터 발판 다리거치대,in stock,와디즈,34000 KRW,69000.0 KRW,4494,https://d1ruwxjthziwe4.cloudfront.net/marketing/4494.jpg,superstoreday,ABC
4496,[스니커즈] 이태리 장인의 제누이오 페르페토 스니커즈,https://www.wadiz.kr/web/store/detail/4496?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4496,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,제누이오 페르페토 perfetto 송아지 가죽 스니커즈,in stock,와디즈,270000 KRW,275000.0 KRW,4496,https://d1ruwxjthziwe4.cloudfront.net/marketing/4496.jpg,superstoreday,
4511,"[클렌징폼] 블랙헤드, 묵은피지 끝! 세수한번 폼클렌저/굿모링밤",https://www.wadiz.kr/web/store/detail/4511?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4511,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,세수한번 심플리웍스 굿모링 클렌저 클렌징폼 120g 굿모링밤 100g,in stock,와디즈,24000 KRW,29000.0 KRW,4511,https://d1ruwxjthziwe4.cloudfront.net/marketing/4511.jpg,superstoreday,
4524,[스마트체중계] 26초면 체성분 분석 끝! 셀릭 바디피디아 스마트체중계,https://www.wadiz.kr/web/store/detail/4524?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4524,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,바디피디아 스마트 체성분 체중계 인바디 가정용 LM-S001,in stock,와디즈,144000 KRW,149000.0 KRW,4524,https://d1ruwxjthziwe4.cloudfront.net/marketing/4524.jpg,superstoreday,
4532,[공기측정기] 건강한 환기습관을 위한 초소형 공기질 측정기ㅣAirNotis,https://www.wadiz.kr/web/store/detail/4532?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4532,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,블루필 에어노티스 초소형 공기 먼지 측정기,in stock,와디즈,154000 KRW,159000.0 KRW,4532,https://d1ruwxjthziwe4.cloudfront.net/marketing/4532.jpg,,
4541,[정장] 한벌로 사계절&만능 코디 거뜬! 포시즌 국민 수트 6컬러,https://www.wadiz.kr/web/store/detail/4541?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4541,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,트래드클럽 포시즌 국민수트 자켓,in stock,와디즈,44000 KRW,49000.0 KRW,4541,https://d1ruwxjthziwe4.cloudfront.net/marketing/4541.jpg,superstoreday,
4555,[코펠] 하이엔드 캠핑용품! 국내생산 리얼 티타늄 코펠세트 14종,https://www.wadiz.kr/web/store/detail/4555?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4555,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,클래딘 리얼 티타늄 코펠 14종 세트,in stock,와디즈,454000 KRW,459000.0 KRW,4555,https://d1ruwxjthziwe4.cloudfront.net/marketing/4555.jpg,,
4556,[식기] 40년 스텐 제조사 영인정공의 튼튼한 스텐 캠핑 식기세트,https://www.wadiz.kr/web/store/detail/4556?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4556,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,4BNK 스텐304 캠핑 식기 2인 세트 11P,in stock,와디즈,58800 KRW,63800.0 KRW,4556,https://d1ruwxjthziwe4.cloudfront.net/marketing/4556.jpg,,
4557,[차량용소품] 자동차 필수템! 생명을 구하는 단 1장의 카드_위기탈출 OWL,https://www.wadiz.kr/web/store/detail/4557?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4557,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,OWL 위기탈출 아울 카드+수납 홀더 세트,in stock,와디즈,29900 KRW,34900.0 KRW,4557,https://d1ruwxjthziwe4.cloudfront.net/marketing/4557.jpg,,
4563,[콩물두유] 첨가물 없이 서리태로만 만든 진짜 두유! #서리태콩물두유,https://www.wadiz.kr/web/store/detail/4563?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4563,,new,[콩물두유] 첨가물 없이 서리태로만 만든 진짜 두유! #서리태콩물두유,in stock,와디즈,24700 KRW,35000.0 KRW,4563,https://cdn2.wadiz.kr/2023/12/22/ef05c33a-d958-4fb6-b63b-d7322470b008.jpg/wadiz/resizecrop/500x500/format/jpg,,ABC
4565,[아쿠아슈즈] 가볍고 푹신한 논슬립 네오그란데 슈즈 (성인/아동화),https://www.wadiz.kr/web/store/detail/4565?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4565,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,네오그란데 논슬립 슈즈 성인,in stock,와디즈,44000 KRW,49000.0 KRW,4565,https://d1ruwxjthziwe4.cloudfront.net/marketing/4565.jpg,,
4568,[스마트체중계] 15초만에 속바디&체성분 분석! 엘엔티테크 스마트체중계 S13,https://www.wadiz.kr/web/store/detail/4568?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4568,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,엘엔티테크 스마트 인바디 체중계 체지방 측정기 CANZ S1315,in stock,와디즈,124000 KRW,129000.0 KRW,4568,https://d1ruwxjthziwe4.cloudfront.net/marketing/4568.jpg,,
4583,"[러닝화] 탕탕 튀는 미친 반발력, 밸롭 카본 볼트 런닝화",https://www.wadiz.kr/web/store/detail/4583?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4583,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,밸롭 카본 볼트 런닝화 화이트 블랙,in stock,와디즈,140000 KRW,145000.0 KRW,4583,https://d1ruwxjthziwe4.cloudfront.net/marketing/4583.jpg,superstoreday,
4593,[토트백] 결국 좋은 가방은 자주 드는 가방입니다 #세미콜론 텐백,https://www.wadiz.kr/web/store/detail/4593?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4593,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,세미콜론 텐백 SEMICOLON EYEWEAR TENBAG,in stock,와디즈,100000 KRW,105000.0 KRW,4593,https://d1ruwxjthziwe4.cloudfront.net/marketing/4593.jpg,,
4608,[쿨러] 목전체를 감싸는 시원함! NEW 스타일리쉬 블루필 넥쿨러,https://www.wadiz.kr/web/store/detail/4608?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4608,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,블루필 프리미엄 넥쿨러 와이드,in stock,와디즈,20000 KRW,25000.0 KRW,4608,https://d1ruwxjthziwe4.cloudfront.net/marketing/4608.jpg,superstoreday,
4616,[티셔츠] 올해도 한장으로 끝! 후줄근 해지지 않는 무지티 Ver.2,https://www.wadiz.kr/web/store/detail/4616?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4616,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,밸롭 뉴 무지 좋은 티셔츠 S2,in stock,와디즈,44000 KRW,49000.0 KRW,4616,https://d1ruwxjthziwe4.cloudfront.net/marketing/4616.jpg,,
4620,[휴대폰케이스] 두 손을 자유롭게! 감각적인 INFINITY 케이스,https://www.wadiz.kr/web/store/detail/4620?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4620,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,본말렌 INFINITY 인피니티 휴대폰 케이스,in stock,와디즈,14900 KRW,19900.0 KRW,4620,https://d1ruwxjthziwe4.cloudfront.net/marketing/4620.jpg,,
4629,[스탠드] 생산성up! 일잘러들을 위한 책상매트ㅣ오비키 데스크 슬림매트,https://www.wadiz.kr/web/store/detail/4629?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4629,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,오비키 데스크 슬림 매트,in stock,와디즈,105000 KRW,110000.0 KRW,4629,https://d1ruwxjthziwe4.cloudfront.net/marketing/4629.jpg,,
4633,"[섬유향수] 여름철 항균,탈취,지속력까지! 패스비 섬유향수 과수원에디션",https://www.wadiz.kr/web/store/detail/4633?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4633,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,패스비 PATH B. 호박벌 패브릭 퍼퓸 썸머 에디션,in stock,와디즈,39000 KRW,44000.0 KRW,4633,https://d1ruwxjthziwe4.cloudfront.net/marketing/4633.jpg,,
4646,[시팅볼] 최적의 밸런스 찾는 Bloon.Paris 피트니스시팅볼,https://www.wadiz.kr/web/store/detail/4646?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4646,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,블룬파리 Bloon paris 피트니스 시팅볼 4색,in stock,와디즈,355000 KRW,360000.0 KRW,4646,https://d1ruwxjthziwe4.cloudfront.net/marketing/4646.jpg,superstoreday,
4674,[목걸이] 어른이들 위한 댄꼼마<스즈메의문단속><너의 이름은>공식굿즈,https://www.wadiz.kr/web/store/detail/4674?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4674,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,신카이 마코토 공식 굿즈 너의 이름은 다이진 패턴 잠옷,in stock,와디즈,7900 KRW,12900.0 KRW,4674,https://d1ruwxjthziwe4.cloudfront.net/marketing/4674.jpg,,
4701,[차량코팅제]뿌리고 헹구면 코팅끝? 티타늄 매직코팅제 (소분통 증정),https://www.wadiz.kr/web/store/detail/4701?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4701,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,디테일가이 티타늄 매직 코팅제 +소분통,in stock,와디즈,26900 KRW,31900.0 KRW,4701,https://d1ruwxjthziwe4.cloudfront.net/marketing/4701.jpg,,
4716,"[매트] 닿자마자 -2°C,압도적 시원함! 욘더 프레시-쿨매트 SS/Q",https://www.wadiz.kr/web/store/detail/4716?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4716,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,욘더프레시 강아지 고양이 반려동물 여름 쿨매트 슈퍼싱글 퀸,in stock,와디즈,94000 KRW,99000.0 KRW,4716,https://d1ruwxjthziwe4.cloudfront.net/marketing/4716.jpg,superstoreday,
4717,"[크림] 당신이 잠든 사이, 밝아지는 피부! 철야미백 1box(14포)",https://www.wadiz.kr/web/store/detail/4717?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4717,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,차가블레미쉬 철야미백 화이트 나이트 크림 1박스 4gx14포,in stock,와디즈,23000 KRW,28000.0 KRW,4717,https://d1ruwxjthziwe4.cloudfront.net/marketing/4717.jpg,,
4718,[시트] 겨울철 최대 +5℃ 따뜻하게 #열보존 다마거시트9090,https://www.wadiz.kr/web/store/detail/4718?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4718,,new,[시트] 겨울철 최대 +5℃ 따뜻하게 #열보존 다마거시트9090,in stock,와디즈,75000 KRW,75000.0 KRW,4718,https://cdn2.wadiz.kr/2023/11/27/84cf2ad0-18ee-4d9b-a276-422154039d3d.jpg/wadiz/resizecrop/500x500/format/jpg,superstoreday,ABC
4726,[스노쿨링] 미국특허기술의 호흡력! 와일드혼 사이드탑 스노클링 마스크,https://www.wadiz.kr/web/store/detail/4726?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4726,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,와일드혼 SV3 스노클링 마스크 스텔스,in stock,와디즈,84000 KRW,89000.0 KRW,4726,https://d1ruwxjthziwe4.cloudfront.net/marketing/4726.jpg,,
4727,[모기약] 3초로 누리는 자유ㅣ해충전문가 세스코가 만든 모기약,https://www.wadiz.kr/web/store/detail/4727?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4727,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,세스코 마이랩 아웃도어 모기 곤충 해충 기피제 모기약 미스트 100ml 살충제 에어로솔 300ml,in stock,와디즈,5900 KRW,5900.0 KRW,4727,https://d1ruwxjthziwe4.cloudfront.net/marketing/4727.jpg,superstoreday,
4740,[선풍기] 감성 조명+강력 풍량+무선 리모컨까지! 만능 바이니캠풍기,https://www.wadiz.kr/web/store/detail/4740?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4740,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,홈세라 바이니 캠풍기 리모컨 삼각대 세트,in stock,와디즈,77900 KRW,82900.0 KRW,4740,https://d1ruwxjthziwe4.cloudfront.net/marketing/4740.jpg,superstoreday,
4743,[가디건] 후기가 증명한 시원함! 얇은데 탄탄한 210에디트 얼음가디건,https://www.wadiz.kr/web/store/detail/4743?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4743,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,210에디트 남성 여성 반팔 얼음 가디건,in stock,와디즈,40900 KRW,45900.0 KRW,4743,https://d1ruwxjthziwe4.cloudfront.net/marketing/4743.jpg,superstoreday,
4746,[킥보드] 아이의 질주본능을 만족시켜줄🏍 실버팍스 #람보르기니 킥보드 붕붕카,https://www.wadiz.kr/web/store/detail/4746?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4746,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,람보르기니 킥보드 붕붕카 5컬러,in stock,와디즈,129300 KRW,158000.0 KRW,4746,https://d1ruwxjthziwe4.cloudfront.net/marketing/4746.jpg,superstoreday,
4817,[헤어팩] 미용실 단백질폭탄 헤어팩 | 핑크에디션 200ml*2개입,https://www.wadiz.kr/web/store/detail/4817?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4817,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,루토닉스 알플러스 코어 에센스 헤어팩 핑크 에디션 2개,in stock,와디즈,34000 KRW,39000.0 KRW,4817,https://d1ruwxjthziwe4.cloudfront.net/marketing/4817.jpg,,
4823,[보조배터리] 고속충전+괴물 용량! 더 작고 가벼워진 MAX 보조배터리,https://www.wadiz.kr/web/store/detail/4823?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4823,,new,[보조배터리] 고속충전+괴물 용량! 더 작고 가벼워진 MAX 보조배터리,in stock,와디즈,39900 KRW,39900.0 KRW,4823,https://cdn2.wadiz.kr/2023/08/22/52b81406-c988-47ca-a65d-5136e680ea81.jpg/wadiz/resizecrop/500x500/format/jpg,superstoreday,
4870,[여름이불] 열대야 꿀잠숙면; 피부온도 낮추는 눈꽃얼음이불 S/L/베개패드,https://www.wadiz.kr/web/store/detail/4870?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4870,오늘출발^16:00^택배^한진택배^null^null^3000^3000^null^2^토요일|일요일|공휴일^,new,프로젝트슬립 눈꽃얼음이불 여름이불 베개패드,in stock,와디즈,24900 KRW,29900.0 KRW,4870,https://d1ruwxjthziwe4.cloudfront.net/marketing/4870.jpg,superstoreday,
4889,[스텐팬] 벗겨지지 않는 원조 스텐팬으로 끝까지 따뜻하게! #쿠자팬,https://www.wadiz.kr/web/store/detail/4889?utm_source=mkt_fb_insta&utm_medium=cpc&utm_campaign=project_4889,,new,[스텐팬] 벗겨지지 않는 원조 스텐팬으로 끝까지 따뜻하게! #쿠자팬,in stock,와디즈,105000 KRW,169000.0 KRW,4889,https://cdn2.wadiz.kr/2023/12/11/17421e8e-b5ba-47bb-bcbe-4be1cda8dd0a.jpg/wadiz/resizecrop/500x500/format/jpg,superstoreday,ABC
